		// migemo-dictの追加辞書(Skyrimバニラレコード抽出)
		// 最終更新: 2018/03/19 BowmoreLover
		// 本辞書の用途について:
		// ・migemo-dictにマージすることを想定した追加辞書
		// ・辞書キーを置き換えるのではなく、候補列への置き換え/追加を想定している
		// ・migemo-dictとは異なり、本ファイルではタブで始まる行はコメント扱い
		// 本辞書の内容:
		// ・英語のスペリングで日本語を検索するための辞書
		// ・バニラのプラグインから*:FULL, *:SHRTレコードの英語原文・日本語訳文を抽出した

dragonscale armor of peerless destruction	ドラゴンスケールの破壊術の鎧(無双)
dragonscale armor of peerless restoration	ドラゴンスケールの回復術の鎧(無双)
dragonscale gauntlets of eminent smithing	ドラゴンスケールの鍛造術の篭手(優)
dragonscale gauntlets of eminent wielding	ドラゴンスケールの巧妙さの篭手(優)
dragonscale gauntlets of extreme smithing	ドラゴンスケールの鍛造術の篭手(極限)
dragonscale gauntlets of extreme wielding	ドラゴンスケールの巧妙さの篭手(極限)
dragonscale gauntlets of peerless alchemy	ドラゴンスケールの錬金術の篭手(無双)
dragonscale gauntlets of peerless archery	ドラゴンスケールの弓術の篭手(無双)
dragonscale helmet of eminent destruction	ドラゴンスケールの破壊術の兜(優)
dragonscale helmet of eminent restoration	ドラゴンスケールの回復術の兜(優)
dragonscale helmet of extreme destruction	ドラゴンスケールの破壊術の兜(極限)
dragonscale helmet of extreme restoration	ドラゴンスケールの回復術の兜(極限)
dragonscale helmet of peerless alteration	ドラゴンスケールの変性術の兜(無双)
elven gilded armor of eminent destruction	エルフの破壊術の黄金鎧(優)
elven gilded armor of eminent restoration	エルフの回復術の黄金鎧(優)
elven gilded armor of extreme destruction	エルフの破壊術の黄金鎧(極限)
elven gilded armor of extreme restoration	エルフの回復術の黄金鎧(極限)
imperial light helmet of major alteration	帝国軍の変性術の軽兜(大)
imperial light helmet of minor alteration	帝国軍の変性術の軽兜(小)
imperial light shield of dwindling flames	帝国軍の軽盾(焦熱減少)
stalhrim gauntlets of eminent lockpicking	スタルリムの開錠術の篭手(優)
stalhrim gauntlets of extreme lockpicking	スタルリムの開錠術の篭手(極限)
steel plate helmet of eminent destruction	スチールプレートの破壊術の兜(優)
steel plate helmet of eminent restoration	スチールプレートの回復術の兜(優)
addition - west wing - enchanter's tower	追加: 西棟の付呪師の塔
dragonplate armor of eminent destruction	ドラゴンプレートの破壊術の鎧(優)
dragonplate armor of eminent restoration	ドラゴンプレートの回復術の鎧(優)
dragonplate armor of extreme destruction	ドラゴンプレートの破壊術の鎧(極限)
dragonplate armor of extreme restoration	ドラゴンプレートの破壊術の鎧(極限)
dragonplate armor of peerless alteration	ドラゴンプレートの変性術の鎧(無双)
dragonplate armor of the peerless knight	ドラゴンプレートの騎士の鎧(無双)
dragonplate gauntlets of eminent alchemy	ドラゴンプレートの錬金術の篭手(優)
dragonplate gauntlets of eminent archery	ドラゴンプレートの弓術の篭手(優)
dragonplate gauntlets of extreme alchemy	ドラゴンプレートの錬金術の篭手(極限)
dragonplate gauntlets of extreme archery	ドラゴンプレートの弓術の篭手(極限)
dragonplate helmet of eminent alteration	ドラゴンプレートの変性術の兜(優)
dragonplate helmet of extreme alteration	ドラゴンプレートの変性術の兜(極限)
dragonplate helmet of peerless conjuring	ドラゴンプレートの召喚術の兜(無双)
dragonscale armor of eminent destruction	ドラゴンスケールの破壊術の鎧(優)
dragonscale armor of eminent restoration	ドラゴンスケールの回復術の鎧(優)
dragonscale armor of extreme destruction	ドラゴンスケールの破壊術の鎧(極限)
dragonscale armor of extreme restoration	ドラゴンスケールの回復術の鎧(極限)
dragonscale armor of peerless alteration	ドラゴンスケールの変性術の鎧(無双)
dragonscale armor of the peerless knight	ドラゴンスケールの騎士の鎧(無双)
dragonscale gauntlets of eminent alchemy	ドラゴンスケールの錬金術の篭手(優)
dragonscale gauntlets of eminent archery	ドラゴンスケールの弓術の篭手(優)
dragonscale gauntlets of extreme alchemy	ドラゴンスケールの錬金術の篭手(極限)
dragonscale gauntlets of extreme archery	ドラゴンスケールの弓術の篭手(極限)
dragonscale helmet of eminent alteration	ドラゴンスケールの変性術の兜(優)
dragonscale helmet of extreme alteration	ドラゴンスケールの変性術の兜(極限)
dragonscale helmet of peerless conjuring	ドラゴンスケールの召喚術の兜(無双)
elven gilded armor of eminent alteration	エルフの変性術の黄金鎧(優)
elven gilded armor of extreme alteration	エルフの変性術の黄金鎧(極限)
elven gilded armor of the eminent knight	エルフの騎士の黄金鎧(優)
enchanter's tower, second floor supports	付呪師の塔: 2階の床
here lie the hallowed dead of bromjunaar	ブロムジュナールの神聖なる死者、ここに眠る
honed ancient nord greatsword of burning	研いだ古代ノルドのグレートソード(炎上)
imperial light shield of dwindling frost	帝国軍の軽盾(冷気減少)
imperial light shield of dwindling shock	帝国軍の軽盾(雷撃減少)
skaal village baldor iron-shaper's house	スコール村のバルドール・アイアンシェイパーの家
stalhrim gauntlets of eminent deft hands	スタルリムの器用さの篭手(優)
stalhrim gauntlets of extreme deft hands	スタルリムの器用さの篭手(極限)
stalhrim gauntlets of peerless sure grip	スタルリムの万力の篭手(無双)
steel plate armor of eminent destruction	スチールプレートの破壊術の鎧(優)
steel plate armor of eminent restoration	スチールプレートの回復術の鎧(優)
steel plate bracers of eminent sure grip	スチールプレートの万力の腕当て(優)
steel plate helmet of eminent alteration	スチールプレートの変性術の兜(優)
the journal of ralis sedarys - volume 19	ラリス・セダリスの日記 第19巻
the journal of ralis sedarys - volume 20	ラリス・セダリスの日記 第20巻
the journal of ralis sedarys - volume 21	ラリス・セダリスの日記 第21巻
the journal of ralis sedarys - volume 22	ラリス・セダリスの日記 第22巻
the journal of ralis sedarys - volume 23	ラリス・セダリスの日記 第23巻
bonemold gauntlets of major destruction	骨削の破壊術の篭手(大)
bonemold gauntlets of major lockpicking	骨削の開錠術の篭手(大)
bonemold gauntlets of minor destruction	骨削の破壊術の篭手(小)
bonemold gauntlets of minor lockpicking	骨削の開錠術の篭手(小)
daedric gauntlets of peerless sure grip	デイドラの万力の篭手(無双)
dragonplate armor of eminent alteration	ドラゴンプレートの変性術の鎧(優)
dragonplate armor of extreme alteration	ドラゴンプレートの変性術の鎧(極限)
dragonplate armor of peerless conjuring	ドラゴンプレートの召喚術の鎧(無双)
dragonplate armor of the eminent knight	ドラゴンプレートの騎士の鎧(優)
dragonplate helmet of eminent conjuring	ドラゴンプレートの召喚術の兜(優)
dragonplate helmet of extreme conjuring	ドラゴンプレートの召喚術の兜(極限)
dragonplate helmet of peerless illusion	ドラゴンプレートの幻惑術の兜(無双)
dragonplate shield of frost suppression	ドラゴンプレートの盾(冷気抑制)
dragonplate shield of magic suppression	ドラゴンプレートの盾(魔法抑制)
dragonplate shield of peerless blocking	ドラゴンプレートの防御術の盾(無双)
dragonplate shield of shock suppression	ドラゴンプレートの盾(雷撃抑制)
dragonscale armor of eminent alteration	ドラゴンスケールの変性術の鎧(優)
dragonscale armor of extreme alteration	ドラゴンスケールの変性術の鎧(極限)
dragonscale armor of peerless conjuring	ドラゴンスケールの召喚術の鎧(無双)
dragonscale armor of the eminent knight	ドラゴンスケールの騎士の鎧(優)
dragonscale helmet of eminent conjuring	ドラゴンスケールの召喚術の兜(優)
dragonscale helmet of extreme conjuring	ドラゴンスケールの召喚術の兜(極限)
dragonscale helmet of peerless illusion	ドラゴンスケールの幻惑術の兜(無双)
dragonscale shield of frost suppression	ドラゴンスケールの盾(冷気抑制)
dragonscale shield of magic suppression	ドラゴンスケールの盾(魔法抑制)
dragonscale shield of peerless blocking	ドラゴンスケールの防御術の盾(無双)
dragonscale shield of shock suppression	ドラゴンスケールの盾(雷撃抑制)
elven gilded armor of eminent conjuring	エルフの召喚術の黄金鎧(優)
elven gilded armor of extreme conjuring	エルフの召喚術の黄金鎧(極限)
elven gilded armor of major destruction	エルフの破壊術の黄金鎧(大)
elven gilded armor of major restoration	エルフの回復術の黄金鎧(大)
imperial light helmet of minor illusion	帝国軍の幻惑術の軽兜(小)
imperial light shield of major blocking	帝国軍の防御術の軽盾(大)
imperial light shield of minor blocking	帝国軍の防御術の軽盾(小)
key to arnleif and sons trading company	アーンリーフ・アンド・サンズ貿易会社の鍵
stalhrim gauntlets of eminent sure grip	スタルリムの万力の篭手(優)
stalhrim gauntlets of extreme sure grip	スタルリムの万力の篭手(極限)
stalhrim gauntlets of major lockpicking	スタルリムの開錠術の篭手(大)
stalhrim gauntlets of peerless smithing	スタルリムの鍛造術の篭手(無双)
stalhrim gauntlets of peerless wielding	スタルリムの巧妙さの篭手(無双)
stalhrim helmet of peerless destruction	スタルリムの破壊術の兜(無双)
stalhrim helmet of peerless restoration	スタルリムの回復術の兜(無双)
steel plate armor of eminent alteration	スチールプレートの変性術の鎧(優)
steel plate armor of the eminent knight	スチールプレートの騎士の鎧(優)
steel plate bracers of eminent smithing	スチールプレートの鍛造術の腕当て(優)
steel plate bracers of eminent wielding	スチールプレートの巧妙さの腕当て(優)
steel plate helmet of eminent conjuring	スチールプレートの召喚術の兜(優)
steel plate helmet of major destruction	スチールプレートの破壊術の兜(大)
steel plate helmet of major restoration	スチールプレートの回復術の兜(大)
your armored troll leaves your service.	武装したトロールと別れた。
alchemy laboratory, second floor walls	錬金術実験室: 2階の壁
banded iron armor of major destruction	帯鉄の破壊術の鎧(大)
banded iron armor of major restoration	帯鉄の回復術の鎧(大)
banded iron armor of minor destruction	帯鉄の破壊術の鎧(小)
banded iron armor of minor restoration	帯鉄の回復術の鎧(小)
bonemold gauntlets of major alteration	骨削の変性術の篭手(大)
bonemold gauntlets of major deft hands	骨削の器用さの篭手(大)
bonemold gauntlets of minor alteration	骨削の変性術の篭手(小)
bonemold gauntlets of minor deft hands	骨削の器用さの篭手(小)
daedric gauntlets of eminent sure grip	デイドラの万力の篭手(優)
daedric gauntlets of extreme sure grip	デイドラの万力の篭手(極限)
daedric gauntlets of peerless smithing	デイドラの鍛造術の篭手(無双)
daedric gauntlets of peerless wielding	デイドラの巧妙さの篭手(無双)
daedric helmet of peerless destruction	デイドラの破壊術の兜(無双)
daedric helmet of peerless restoration	デイドラの回復術の兜(無双)
dragonplate armor of eminent conjuring	ドラゴンプレートの召喚術の鎧(優)
dragonplate armor of extreme conjuring	ドラゴンプレートの召喚術の鎧(極限)
dragonplate armor of peerless illusion	ドラゴンプレートの幻惑術の鎧(無双)
dragonplate boots of frost suppression	ドラゴンプレートのブーツ(冷気抑制)
dragonplate boots of shock suppression	ドラゴンプレートのブーツ(雷撃抑制)
dragonplate helmet of eminent illusion	ドラゴンプレートの幻惑術の兜(優)
dragonplate helmet of extreme illusion	ドラゴンプレートの幻惑術の兜(極限)
dragonplate helmet of peerless alchemy	ドラゴンプレートの錬金術の兜(無双)
dragonplate helmet of peerless archery	ドラゴンプレートの弓術の兜(無双)
dragonplate shield of eminent blocking	ドラゴンプレートの防御術の盾(優)
dragonplate shield of extreme blocking	ドラゴンプレートの防御術の盾(極限)
dragonplate shield of fire suppression	ドラゴンプレートの盾(火抑制)
dragonscale armor of eminent conjuring	ドラゴンスケールの召喚術の鎧(優)
dragonscale armor of extreme conjuring	ドラゴンスケールの召喚術の鎧(極限)
dragonscale armor of peerless illusion	ドラゴンスケールの幻惑術の鎧(無双)
dragonscale boots of frost suppression	ドラゴンスケールのブーツ(冷気抑制)
dragonscale boots of peerless sneaking	ドラゴンスケールの忍びのブーツ(無双)
dragonscale boots of shock suppression	ドラゴンスケールのブーツ(雷撃抑制)
dragonscale helmet of eminent illusion	ドラゴンスケールの幻惑術の兜(優)
dragonscale helmet of extreme illusion	ドラゴンスケールの幻惑術の兜(極限)
dragonscale helmet of peerless alchemy	ドラゴンスケールの錬金術の兜(無双)
dragonscale helmet of peerless archery	ドラゴンスケールの弓術の兜(無双)
dragonscale helmet of peerless magicka	ドラゴンスケールのマジカの兜(無双)
dragonscale shield of eminent blocking	ドラゴンスケールの防御術の盾(優)
dragonscale shield of extreme blocking	ドラゴンスケールの防御術の盾(極限)
dragonscale shield of fire suppression	ドラゴンスケールの盾(火抑制)
elven gilded armor of eminent illusion	エルフの幻惑術の黄金鎧(優)
elven gilded armor of extreme illusion	エルフの幻惑術の黄金鎧(極限)
elven gilded armor of major alteration	エルフの変性術の黄金鎧(大)
elven gilded armor of the major squire	エルフの大従者の黄金鎧
elven gilded armor of the noble knight	エルフの騎士の黄金鎧(高潔)
glass gauntlets of eminent lockpicking	碧水晶の開錠術の篭手(優)
glass gauntlets of extreme lockpicking	碧水晶の開錠術の篭手(極限)
honed ancient nord battle axe of frost	研いだ古代ノルドの両手斧(冷気)
honed ancient nord greatsword of frost	研いだ古代ノルドのグレートソード(冷気)
imperial light helmet of major alchemy	帝国軍の錬金術の軽兜(大)
imperial light helmet of major magicka	帝国軍のマジカの軽兜(大)
imperial light helmet of minor alchemy	帝国軍の錬金術の軽兜(小)
imperial light helmet of minor magicka	帝国軍のマジカの軽兜(小)
imperial lighthelmet of major illusion	帝国軍の幻惑術の軽兜
script effect for ai use of storm call	AIのストームコール使用のスクリプト効果
stalhrim armor of peerless destruction	スタルリムの破壊術の鎧(無双)
stalhrim armor of peerless restoration	スタルリムの回復術の鎧(無双)
stalhrim gauntlets of eminent smithing	スタルリムの鍛造術の篭手(優)
stalhrim gauntlets of eminent wielding	スタルリムの巧妙さの篭手(優)
stalhrim gauntlets of extreme smithing	スタルリムの鍛造術の篭手(極限)
stalhrim gauntlets of extreme wielding	スタルリムの巧妙さの篭手(極限)
stalhrim gauntlets of major deft hands	スタルリムの器用さの篭手(大)
stalhrim gauntlets of peerless alchemy	スタルリムの錬金術の篭手(無双)
stalhrim gauntlets of peerless archery	スタルリムの弓術の篭手(無双)
stalhrim helmet of eminent destruction	スタルリムの破壊術の兜(優)
stalhrim helmet of eminent restoration	スタルリムの回復術の兜(優)
stalhrim helmet of extreme destruction	スタルリムの破壊術の兜(極限)
stalhrim helmet of extreme restoration	スタルリムの回復術の兜(極限)
stalhrim helmet of peerless alteration	スタルリムの変性術の兜(無双)
steel plate armor of eminent conjuring	スチールプレートの召喚術の鎧(優)
steel plate armor of major destruction	スチールプレートの破壊術の鎧(大)
steel plate armor of major restoration	スチールプレートの回復術の鎧(大)
steel plate boots of flame suppression	スチールプレートのブーツ(炎抑制)
steel plate boots of frost suppression	スチールプレートブーツ(冷気抑制)
steel plate boots of shock suppression	スチールプレートのブーツ(雷撃抑制)
steel plate bracers of eminent alchemy	スチールプレートの錬金術の腕当て(優)
steel plate bracers of eminent archery	スチールプレートの弓術の腕当て(優)
steel plate bracers of major sure grip	スチールプレートの万力の腕当て(大)
steel plate helmet of eminent illusion	スチールプレートの幻惑術の兜(優)
steel plate helmet of major alteration	スチールプレートの変性術の兜(大)
studded imperial armor of major health	鋲付きの体力の帝国軍鎧(大)
studded imperial armor of minor health	鋲付きの体力の帝国軍鎧(小)
alchemy laboratory - remove workbench	錬金術実験室: 作業台の撤去
alchemy laboratory, first floor walls	錬金術実験室: 1階の壁
banded iron armor of major alteration	帯鉄の変性術の鎧(大)
banded iron armor of minor alteration	帯鉄の変性術の鎧(小)
banded iron armor of the major knight	帯鉄の大騎士の鎧
banded iron armor of the minor knight	帯鉄の小騎士の鎧
banded iron shield of dwindling frost	帯鉄の盾(冷気減少)
banded iron shield of dwindling magic	帯鉄の盾(魔法減少)
banded iron shield of dwindling shock	帯鉄の盾(雷撃減少)
bonemold gauntlets of major conjuring	骨削の召喚術の篭手(大)
bonemold gauntlets of major sure grip	骨削の万力の篭手(大)
bonemold gauntlets of minor conjuring	骨削の召喚術の篭手(小)
bonemold gauntlets of minor sure grip	骨削の万力の篭手(小)
chitin bracers of eminent lockpicking	キチンの開錠術の腕当て(優)
daedric armor of peerless destruction	デイドラの破壊術の鎧(無双)
daedric armor of peerless restoration	デイドラの回復術の鎧(無双)
daedric gauntlets of eminent smithing	デイドラの鍛造術の篭手(優)
daedric gauntlets of eminent wielding	デイドラの巧妙さの篭手(優)
daedric gauntlets of extreme smithing	デイドラの鍛造術の篭手(極限)
daedric gauntlets of extreme wielding	デイドラの巧妙さの篭手(極限)
daedric gauntlets of peerless alchemy	デイドラの錬金術の篭手(無双)
daedric gauntlets of peerless archery	デイドラの弓術の篭手(無双)
daedric helmet of eminent destruction	デイドラの破壊術の兜(優)
daedric helmet of eminent restoration	デイドラの回復術の兜(優)
daedric helmet of extreme destruction	デイドラの破壊術の兜(極限)
daedric helmet of extreme restoration	デイドラの回復術の兜(極限)
daedric helmet of peerless alteration	デイドラの変性術の兜(無双)
dragonplate armor of eminent illusion	ドラゴンプレートの幻惑術の鎧(優)
dragonplate armor of extreme illusion	ドラゴンプレートの幻惑術の鎧(極限)
dragonplate armor of the noble knight	ドラゴンプレートの騎士の鎧(高潔)
dragonplate boots of fire suppression	ドラゴンプレートのブーツ(火抑制)
dragonplate boots of peerless stamina	ドラゴンプレートのスタミナのブーツ(無双)
dragonplate helmet of eminent alchemy	ドラゴンプレートの錬金術の兜(優)
dragonplate helmet of eminent archery	ドラゴンプレートの弓術の兜(優)
dragonplate helmet of eminent magicka	ドラゴンプレートのマジカの兜(優)
dragonplate helmet of extreme alchemy	ドラゴンプレートの錬金術の兜(極限)
dragonplate helmet of extreme archery	ドラゴンプレートの弓術の兜(極限)
dragonplate helmet of extreme magicka	ドラゴンプレートのマジカの兜(極限)
dragonplate shield of frost abatement	ドラゴンプレートの盾(冷気軽減)
dragonplate shield of magic abatement	ドラゴンプレートの盾(魔法軽減)
dragonplate shield of shock abatement	ドラゴンプレートの盾(雷撃軽減)
dragonscale armor of eminent illusion	ドラゴンスケールの幻惑術の鎧(優)
dragonscale armor of extreme illusion	ドラゴンスケールの幻惑術の鎧(極限)
dragonscale armor of the noble knight	ドラゴンスケールの騎士の鎧(高潔)
dragonscale boots of eminent sneaking	ドラゴンスケールの忍びのブーツ(優)
dragonscale boots of extreme sneaking	ドラゴンスケールの忍びのブーツ(極限)
dragonscale boots of fire suppression	ドラゴンスケールのブーツ(火抑制)
dragonscale boots of peerless stamina	ドラゴンスケールのスタミナのブーツ(無双)
dragonscale helmet of eminent alchemy	ドラゴンスケールの錬金術の兜(優)
dragonscale helmet of eminent archery	ドラゴンスケールの弓術の兜(優)
dragonscale helmet of eminent magicka	ドラゴンスケールのマジカの兜(優)
dragonscale helmet of extreme alchemy	ドラゴンスケールの錬金術の兜(極限)
dragonscale helmet of extreme archery	ドラゴンスケールの弓術の兜(極限)
dragonscale helmet of extreme magicka	ドラゴンスケールのマジカの兜(極限)
dragonscale shield of frost abatement	ドラゴンスケールの盾(冷気軽減)
dragonscale shield of magic abatement	ドラゴンスケールの盾(魔法軽減)
dragonscale shield of shock abatement	ドラゴンスケールの盾(雷撃軽減)
dwarven helmet of eminent destruction	ドワーフの破壊術の兜(優)
dwarven helmet of eminent restoration	ドワーフの回復術の兜(優)
dwemer exploding shock bolt schematic	爆裂ショックボルトの設計図
elven gilded armor of major conjuring	エルフの召喚術の黄金鎧(大)
enchanter's tower, second floor walls	付呪師の塔: 2階の壁
glass gauntlets of eminent deft hands	碧水晶の器用さの篭手(優)
glass gauntlets of extreme deft hands	碧水晶の器用さの篭手(極限)
honed ancient nord battle axe of cold	研いだ古代ノルドの両手斧(凍気)
honed ancient nord greatsword of cold	研いだ古代ノルドのグレートソード(凍気)
imperial bracers of major destruction	帝国軍の破壊術の腕当て(大)
imperial bracers of major lockpicking	帝国軍の開錠術の腕当て(大)
imperial bracers of minor destruction	帝国軍の破壊術の腕当て(小)
imperial bracers of minor lockpicking	帝国軍の開錠術の腕当て(小)
imperial light shield of resist frost	帝国軍の軽盾(冷気耐性)
imperial light shield of resist shock	帝国軍の軽盾(雷撃耐性)
imperial light shield of waning frost	帝国軍の軽盾(冷気衰退)
imperial light shield of waning shock	帝国軍の軽盾(雷撃衰退)
nordic gauntlets of eminent sure grip	ノルドの万力の篭手(優)
nordic gauntlets of extreme sure grip	ノルドの万力の篭手(極限)
orcish gauntlets of eminent sure grip	オークの万力の篭手(優)
orcish gauntlets of extreme sure grip	オークの万力の篭手(極限)
scaled bracers of eminent lockpicking	スケールの開錠術の腕当て(優)
stalhrim armor of eminent destruction	スタルリムの破壊術の鎧(優)
stalhrim armor of eminent restoration	スタルリムの回復術の鎧(優)
stalhrim armor of extreme destruction	スタルリムの破壊術の鎧(極限)
stalhrim armor of extreme restoration	スタルリムの回復術の鎧(極限)
stalhrim armor of peerless alteration	スタルリムの変性術の鎧(無双)
stalhrim armor of the peerless knight	スタルリムの騎士の鎧(無双)
stalhrim gauntlets of eminent alchemy	スタルリムの錬金術の篭手(優)
stalhrim gauntlets of eminent archery	スタルリムの弓術の篭手(優)
stalhrim gauntlets of extreme alchemy	スタルリムの錬金術の篭手(極限)
stalhrim gauntlets of extreme archery	スタルリムの弓術の篭手(極限)
stalhrim gauntlets of major sure grip	スタルリムの万力の篭手(大)
stalhrim greatsword of ultimate chaos	スタルリムの混沌のグレートソード(究極)
stalhrim helmet of eminent alteration	スタルリムの変性術の兜(優)
stalhrim helmet of extreme alteration	スタルリムの変性術の兜(極限)
stalhrim helmet of peerless conjuring	スタルリムの召喚術の兜(無双)
steel plate armor of eminent illusion	スチールプレートの幻惑術の鎧(優)
steel plate armor of major alteration	スチールプレートの変性術の鎧(大)
steel plate armor of the major knight	スチールプレートの大騎士の鎧
steel plate boots of dwindling flames	スチールプレートのブーツ(焦熱減少)
steel plate bracers of major smithing	スチールプレートの鍛造術の腕当て(大)
steel plate bracers of major wielding	スチールプレートの巧妙さの腕当て(大)
steel plate helmet of eminent alchemy	スチールプレートの錬金術の兜(優)
steel plate helmet of eminent archery	スチールプレートの弓術の兜(優)
steel plate helmet of eminent magicka	スチールプレートのマジカの兜(優)
steel plate helmet of major conjuring	スチールプレートの召喚術の兜(大)
vampire armor of peerless conjuration	吸血鬼の召喚術の鎧(無双)
vampire armor of peerless destruction	吸血鬼の破壊術の鎧(無双)
addition - north wing - storage room	追加: 北棟の保管室
banded iron armor of major conjuring	帯鉄の召喚術の鎧(大)
banded iron armor of minor conjuring	帯鉄の召喚術の鎧(小)
banded iron shield of dwindling fire	帯鉄の盾(火減少)
banded iron shield of major blocking	帯鉄の防御術の盾(大)
banded iron shield of minor blocking	帯鉄の防御術の盾(小)
bonemold gauntlets of major smithing	骨削の鍛造術の篭手(大)
bonemold gauntlets of major wielding	骨削の巧妙さの篭手(大)
bonemold gauntlets of minor smithing	骨削の鍛造術の篭手(小)
bonemold gauntlets of minor wielding	骨削の巧妙さの篭手(小)
bonemold helmet of major conjuration	骨削の召喚術の軽兜(大)
bonemold helmet of major destruction	骨削の破壊術の兜(大)
bonemold helmet of minor conjuration	骨削の召喚術の軽兜(小)
bonemold helmet of minor destruction	骨削の破壊術の兜(小)
chitin bracers of eminent deft hands	キチンの器用さの腕当て(優)
chitin helmet of eminent destruction	キチンの破壊術の兜(優)
chitin helmet of eminent restoration	キチンの回復術の兜(優)
commentaries on the mysterium xarxes	ザルクセスの神秘の書の評論
confessions of a dunmer skooma eater	ある“スクゥーマ喰らい”のダンマーの告白
daedric armor of eminent destruction	デイドラの破壊術の鎧(優)
daedric armor of eminent restoration	デイドラの回復術の鎧(優)
daedric armor of extreme destruction	デイドラの破壊術の鎧(極限)
daedric armor of extreme restoration	デイドラの回復術の鎧(極限)
daedric armor of peerless alteration	デイドラの変性術の鎧(無双)
daedric armor of the peerless knight	デイドラの騎士の鎧(無双)
daedric gauntlets of eminent alchemy	デイドラの錬金術の篭手(優)
daedric gauntlets of eminent archery	デイドラの弓術の篭手(優)
daedric gauntlets of extreme alchemy	デイドラの錬金術の篭手(極限)
daedric gauntlets of extreme archery	デイドラの弓術の篭手(極限)
daedric helmet of eminent alteration	デイドラの変性術の兜(優)
